Roller Coaster,Amusement Park,Type,Design,Status,Opened
Figure 8,Indianola Park,Wood,Sit Down,,1908-01-01
Figure 8,Oakford Park,Wood,Sit Down,,1904-01-01
Figure 8,Stanley Beach,Wood,Sit Down,,1925-01-01
Figure 8,Greater Island Park,Wood,Sit Down,,1906-01-01
Figure 8,Riverside Park,Wood,Sit Down,,1908-01-01
Figure 8,Natatorium Park,Wood,Sit Down,,1906-01-01
Figure 8,White City,Wood,Sit Down,,1909-01-01
Figure 8,White City,Wood,Sit Down,,
Figure 8,Happyland Park,Wood,Sit Down,,1906-01-01
Figure 8,Capital Beach Park,Wood,Sit Down,,1906-01-01
Figure 8,Harlem Park,Wood,Sit Down,,1905-01-01
Figure 8,Ramona Park,Wood,Sit Down,,1903-01-01
Figure 8,Hague Park,Wood,Sit Down,,
Figure 8,Lakeside Park,Wood,Sit Down,,1912-01-01
Figure 8,Riverside Park,Wood,Sit Down,,1903-01-01
Figure 8,South Haven Amusement Park,Wood,Sit Down,,
Figure 8,Wolff's Park,Wood,Sit Down,,1906-01-01
Figure 8,White City,Wood,Sit Down,,1904-01-01
Figure 8,Olympic Park,Wood,Sit Down,,1905-01-01
Figure 8,Hazle Park,Wood,Sit Down,,1905-01-01
Figure 8,Stanton Park,Wood,Sit Down,,1905-01-01
Figure 8,Phalen Park,Wood,Sit Down,,
Figure 8,Lake Como Park,Wood,Sit Down,,
Figure 8,White City,Wood,Sit Down,,1906-01-01
Figure 8,Watch Tower Amusement Park,Wood,Sit Down,,1905-01-01
Figure 8,Rock Point Park,Wood,Sit Down,,1896-01-01
Figure 8,Silver Lake Amusement Park,Wood,Sit Down,,1905-01-01
Figure 8,Sandy Beach Park,Wood,Sit Down,,
Figure 8,Playland Park,Wood,Sit Down,,1913-01-01
Figure 8,Doling Park,Wood,Sit Down,,
Figure 8,Chester Park,Wood,Sit Down,,1903-01-01
Figure 8,Seaton Carew,Wood,Sit Down,,1926-01-01
Figure 8,Cabana Beach,Wood,Sit Down,,
Figure 8,Idlewood Amusement Park,Wood,Sit Down,,1906-01-01
Figure 8,State Fair of Texas,Wood,Sit Down,,1905-01-01
Figure 8,Pleasureland,Wood,Sit Down,,1926-01-01
Figure 8,White City,Wood,Sit Down,,1907-01-01
Figure 8,Tower Grounds,Wood,Sit Down,,1905-01-01
Figure 8,Brady Lake Park,Wood,Sit Down,,1908-01-01
Figure 8,Joyland,Wood,Sit Down,,
Figure 8,Enna Jettick Park,Wood,Sit Down,,1916-01-01
Figure 8,Owasco Lake Park,Wood,Sit Down,,1908-01-01
Figure 8,Keystone Park,Wood,Sit Down,,
Figure-8,Playland at the Beach,Wood,Sit Down,,1920-01-01
Figure 8,Erie Beach Park,Wood,Sit Down,,
Figure 8,Sans Souci,Wood,Sit Down,,1906-01-01
Figure 8,New Rensselaer Park,Wood,Sit Down,,1907-01-01
Figure 8,Al Fresco Amusement Park,Wood,Sit Down,,1905-01-01
Figure 8,White City,Wood,Sit Down,,1907-01-01
Figure 8,Electric Park,Wood,Sit Down,,1904-01-01
Figure 8,Cleethorpes Promenade,Wood,Sit Down,,1889-01-01
Figure 8,Clement's Park,Wood,Sit Down,,
Figure 8,Electric Park,Wood,Sit Down,,1909-01-01
Figure 8,Luna Park,Wood,Sit Down,,1906-01-01
Figure 8,Sylvan Beach Amusement Park,Wood,Sit Down,,1908-01-01
Figure 8,Frontier Amusement Park,Wood,Sit Down,,
Figure 8,West View Park,Wood,Sit Down,,1906-01-01
Figure 8,Eldora Park,Wood,Sit Down,,1904-01-01
Figure 8,New Downs Amusement Park,Wood,Sit Down,,1906-01-01
Figure 8 Toboggan,Belle Vue Park,Wood,Sit Down,,1908-01-01
Figure 8 Toboggan,Krug Park,Wood,Sit Down,,1903-01-01
Figure 8 Toboggan,Idora Park,Wood,Sit Down,,1906-01-01
Figure 8 Toboggan,Jenison Electric Park,Wood,Sit Down,,1903-01-01
Figure 8 Toboggan,Pine Beach Park,Wood,Sit Down,,1904-01-01
Figure Eight,Barry Island Pleasure Park,Wood,Sit Down,,1912-01-01
Figure Eight,Euclid Beach,Wood,Sit Down,,1904-01-01
Figure Eight,Marine Lake Pleasure Beach,Wood,Sit Down,,1920-01-01
Figure Eight ,Coney Beach Pleasure Park,Wood,Sit Down,,1920-01-01
Figure Eight,Southport Pleasureland,Wood,Sit Down,,1908-01-01
Figure Eight,Hanlan's Point,Wood,Sit Down,,1905-01-01
Figure Eight,Waldameer,Wood,Sit Down,,1902-01-01
Figure Eight,Clarence Pier,Wood,Sit Down,,1938-01-01
Figure Eight,Buckeye Lake,Wood,Sit Down,,1904-01-01
Figure Eight,Woodland Beach,Wood,Sit Down,,1911-01-01
Figure Eight,Fun City,Wood,Sit Down,,
Figure Eight,Tuscora Park,Wood,Sit Down,,1907-01-01
Figure Eight,Seabreeze,Wood,Sit Down,,1903-01-01
Figure Eight,Belle Isle Park,Wood,Sit Down,,1919-01-01
Figure Eight,State Fair Park,Wood,Sit Down,,1909-01-01
Figure Eight,Idora Park,Wood,Sit Down,,1902-01-01
Figure Eight,Luna Park,Wood,Sit Down,,1905-01-01
Figure Eight,Revere Beach,Wood,Sit Down,,1906-01-01
Figure Eight,Celoron Park,Wood,Sit Down,,1904-01-01
Figure Eight,Kursaal Amusement Park,Wood,Sit Down,,1910-01-01
Figure Eight,New Rexford Park,Wood,Sit Down,,1906-01-01
Figure Eight,Luna Park,Wood,Sit Down,,1906-01-01
Figure Eight,Delmar Garden,Wood,Sit Down,,1905-01-01
Figure Eight,Glen Haven Park,Wood,Sit Down,,1899-01-01
Figure Eight,Carnival Court,Wood,Sit Down,,1904-01-01
Figure Eight,Rialto,Wood,Sit Down,,
Figure Eight,Lost World Adventure Park,Wood,Sit Down,,1954-01-01
Figure Eight,Hornsea Park,Wood,Sit Down,,1938-01-01
Figure Eight,Lakeview Park,Wood,Sit Down,,1906-01-01
Figure Eight Railway,Spanish City Amusement Park,Wood,Sit Down,,1909-01-01
Figure Eight Toboggan,Pabst Park,Wood,Sit Down,,1904-01-01
Figure of Eight,Brean Theme Park,Steel,Sit Down,,1998-01-01
Figure of Eight,Grand Pier,Wood,Sit Down,,1943-01-01
Figure of Eight,Blackpool New Fairground Company,Wood,Sit Down,,
Figuur 8 baan,Lunapark,Wood,Sit Down,,1913-01-01
Fiorano GT Challenge,Ferrari World Abu Dhabi,Steel,Sit Down,Operating,2010-01-01
Fireball,Riverview Park,Wood,Sit Down,,1923-01-01
Fireball,Furuvik,Steel,Sit Down,Operating,2017-01-01
Firebird,Six Flags America,Steel,Sit Down,Operating,2012-01-01
FireChaser Express,Dollywood,Steel,Sit Down,Operating,2014-01-01
Firecracker,Holiday World,Steel,Sit Down,Relocated,1981-01-01
Firecracker,Jolly Roger Amusement Park,Steel,Sit Down,,1998-01-01
Fire Dragon,Nanhu Amusement Park,Steel,Sit Down,,2007-01-01
FireFly,Idora Park,Wood,Sit Down,,1920-01-01
Firefly Roller Coaster,New England Playworld,Steel,Sit Down,Relocated,1981-01-01
Firehawk,Kings Island,Steel,Flying,,2007-01-01
Fire In The Hole,Silver Dollar City,Steel,Sit Down,Operating,1972-01-01
Firewhip,Beto Carrero World,Steel,Inverted,Operating,2008-01-01
Fisser Flitzer,Sommer-Funpark Fiss,Steel,Sit Down,Operating,2005-01-01
Five Ring Roller Coaster,Phoenix Park Land,Steel,Sit Down,Operating,2016-01-01
Five Ring Roller Coaster,Hecheng Park,Steel,Sit Down,Operating,2020-01-01
Fjord Flying Dragon,Happy Valley,Wood,Sit Down,Operating,2013-01-01
Flagermusen,Fårup Sommerland,Steel,Sit Down,Operating,2001-01-01
Flame Dragon,Visionland,Steel,Sit Down,Operating,2017-01-01
Flare Meteor,Fantawild Adventure,Steel,Inverted,Operating,2007-01-01
Flare Meteor,Fantawild Adventure,Steel,Inverted,Operating,2010-01-01
Flare Meteor,Fantawild Dream Kingdom,Steel,Inverted,Operating,2011-01-01
Flare Meteor,Fantawild Adventure,Steel,Inverted,Operating,2011-01-01
Flare Meteor,Fantawild Adventure,Steel,Inverted,Operating,2011-01-01
Flare Meteor,Fantawild Adventure,Steel,Inverted,Operating,2014-01-01
Flare Meteor,Fantawild Theme Park,Steel,Inverted,Operating,2015-01-01
Flare Meteor,Fantawild Adventure,Steel,Inverted,Operating,2015-01-01
Flash,Adventurers Family Entertainment Center,Steel,Sit Down,,1982-01-01
Flash,Riverside Park,Wood,Sit Down,,1924-01-01
Flash,White City,Wood,Sit Down,,1928-01-01
Flash,Lewa Adventure,Steel,Sit Down,Operating,2016-01-01
Flash,New Downs Amusement Park,Wood,Sit Down,,1929-01-01
Flash,State Fair of Texas,Steel,Sit Down,,1960-01-01
Flashback,Six Flags Over Texas,Steel,Sit Down,Relocated,1989-01-01
Flashback,Six Flags Magic Mountain,Steel,Sit Down,,1992-01-01
Flashback,Great Escape,Steel,Sit Down,Operating,1997-01-01
Flashback,Six Flags New England,Steel,Sit Down,Operating,2000-01-01
Flash Coaster,Yerevan Park,Steel,Sit Down,Operating,2021-01-01
Flash: Vertical Velocity,Six Flags Discovery Kingdom,Steel,Inverted,Operating,2001-01-01
Flight Deck,Canada's Wonderland,Steel,Inverted,Operating,1995-01-01
Flight Deck,California's Great America,Steel,Inverted,Operating,1993-01-01
Flight of Fear,Kings Island,Steel,Sit Down,Operating,1996-01-01
Flight of Fear,Kings Dominion,Steel,Sit Down,Operating,1996-01-01
Flight of the Himalayan Eagle Music Roller Coaster,Happy Valley,Steel,Sit Down,Operating,2019-01-01
Flight of the Hippogriff,Universal Studios Islands of Adventure,Steel,Sit Down,Operating,2000-01-01
Flight of the Hippogriff,Universal Studios Japan,Steel,Sit Down,Operating,2014-01-01
Flight of the Hippogriff,Universal Studios Hollywood,Steel,Sit Down,Operating,2016-01-01
Flight of the Hippogriff,Universal Studios Beijing,Steel,Sit Down,Under Construction,2021-01-01
Flight of the Phoenix,Harborland,Steel,Sit Down,,2006-01-01
Flight of the Pterosaur,Paultons Park,Steel,Suspended,Operating,2016-01-01
Flight on Water,Qingdao Sunac Land,Steel,Sit Down,Operating,2018-01-01
Flight School,Tayto Park,Steel,Sit Down,Operating,2019-01-01
Flinker Fridolin,Panorama Park,Steel,Sit Down,Relocated,1993-01-01
Flip Flap Railway,Paul Boyton's Sea Lion Park,Wood,Sit Down,,1895-01-01
Flitzer,Morey's Piers,Steel,Sit Down,,1983-01-01
Flitzer,York's Wild Kingdom,Steel,Sit Down,,1991-01-01
Flitzer,Playland's Castaway Cove,Steel,Sit Down,,1994-01-01
Flitzer,Jenkinson's Boardwalk,Steel,Sit Down,Relocated,1992-01-01
Flitzer,Jolly Roger at the Pier,Steel,Sit Down,,1983-01-01
Flitzer,Playland Park,Steel,Sit Down,,1980-01-01
Flitzer,Crystal Beach,Steel,Sit Down,,1974-01-01
Flitzer,Wonder Island,Steel,Sit Down,,2003-01-01
Flitzer,Frontier City,Steel,Sit Down,,1974-01-01
Flitzer,Chelyuskintsev Park,Steel,Sit Down,Operating,2016-01-01
Flitzer,Meli Park Heysel ,Steel,Sit Down,,
Flitzer,Barry Island Pleasure Park,Steel,Sit Down,,1984-01-01
Float Slide,Fun 'N' Food Kingdom,Steel,Sit Down,Operating,2010-01-01
Florida Hurricane,Boardwalk and Baseball,Wood,Sit Down,Relocated,1978-01-01
Flotte Biene,Trampolino Familien- und Freizeitpark,Steel,Sit Down,,2008-01-01
Flounder's Flying Fish Coaster,Tokyo DisneySea,Steel,Sit Down,Operating,2001-01-01
Flower Power,Legend City,Steel,Sit Down,,1963-01-01
Flucht von Novgorod,Hansa Park,Steel,Sit Down,Operating,2009-01-01
Flugbahn,Wiener Prater,Wood,Sit Down,,1935-01-01
Flug der Dämonen,Heide Park Resort,Steel,Wing,Operating,2014-01-01
Flume Coaster,Ajwa Fun World & Resort,Steel,Sit Down,Operating,1995-01-01
Flume Ride,E-DA Theme Park,Steel,Sit Down,Operating,2010-01-01
Fly,Canada's Wonderland,Steel,Sit Down,Operating,1999-01-01
F.L.Y.,Phantasialand,Steel,Flying,Operating,2020-01-01
Fly di Ragga Muffin,Mystic Mountain Jamaica,Steel,Suspended,Operating,2020-01-01
Flyer,Lake Ontario Park,Steel,Sit Down,Relocated,1977-01-01
Flyer,Dinosaur Beach,Wood,Sit Down,,1957-01-01
Flyer,Canadian National Exhibition,Wood,Sit Down,,1953-01-01
Flyer,Canadian National Exhibition,Wood,Sit Down,,1932-01-01
Flyer,Sunnyside Amusement Park,Wood,Sit Down,,1922-01-01
Flyer Comet,Whalom Park,Wood,Sit Down,,1940-01-01
Flying Ace Aerial Chase,Kings Island,Steel,Inverted,Operating,2001-01-01
Flying Aces,Ferrari World Abu Dhabi,Steel,Sit Down,Operating,2016-01-01
Flying and Floating Over the Clouds and Water,Gingko Lake Amusement Park,Steel,Inverted,Operating,2015-01-01
Flying Apsaras in Western Region,Happy Valley,Steel,Sit Down,Operating,2018-01-01
Flying Bus,Funcity,Steel,Sit Down,,2008-01-01
Flying Car,Century Park,Steel,Sit Down,Operating,2017-01-01
Flying Cloud,White Rose Park,Wood,Sit Down,,1926-01-01
Flying Coaster,Crystal Beach,Steel,Sit Down,Relocated,
Flying Coaster,Elitch Gardens,Steel,Flying,Relocated,2002-01-01
Flying Coaster,Steeplechase Park,Steel,Sit Down,,1948-01-01
Flying Coaster,Genting SkyWorlds,Steel,Flying,Relocated,2004-01-01
Flying Coaster,Amazing World,Steel,Sit Down,,2008-01-01
Flying Coaster,Futakotamagawa Garden,Steel,Sit Down,,1956-01-01
Flying Coaster,Sun Park,Steel,Sit Down,Operating,2014-01-01
Flying Cobras,Carowinds,Steel,Sit Down,Operating,2009-01-01
Flying Dinosaur,Universal Studios Japan,Steel,Flying,Operating,2016-01-01
Flying Dolphin Coaster,VinWonders,Steel,Sit Down,Relocated,2015-01-01
Flying Dragon,Funderland Amusement Park,Steel,Sit Down,Operating,1990-01-01
Flying Dragon,Skytropolis Indoor Theme Park,Steel,Sit Down,,1998-01-01
Flying Dragon,Brean Theme Park,Steel,Sit Down,,1998-01-01
Flying Dragon,Walled Lake Park,Wood,Sit Down,,1929-01-01
Flying Dragon,Kuwait Entertainment City,Steel,Sit Down,,2007-01-01
Flying Dragon,Discoveryland,Steel,Sit Down,Operating,2006-01-01
Flying Dragon,Đầm Sen Park,Steel,Sit Down,Operating,1995-01-01
Flying Dragon,Natural Park,Steel,Sit Down,Operating,2005-01-01
Flying Dragon,Yoyo Land,Steel,Sit Down,,1993-01-01
Flying Dragon,Oriental Legend,Steel,Sit Down,Operating,2019-01-01
Flying Dragon,Fun World,Steel,Sit Down,,
Flying Dragon Adventure,Nanchang Sunac Land,Steel,Sit Down,,2009-01-01
Flying Dragon Adventure,Central Fantasy Town,Steel,Sit Down,Operating,2017-01-01
Flying Dragon Car,Nandaihe International Amusement Center,Steel,Sit Down,Operating,2009-01-01
Flying Dragon Car,Tianxiang Park,Steel,Sit Down,Operating,2012-01-01
Flying Dragon Wagon,Celebration City,Steel,Sit Down,Relocated,1999-01-01
Flying Dutchman,Dorney Park & Wildwater Kingdom,Steel,Sit Down,Relocated,1977-01-01
Flying Dutchman Gold Mine,Walibi Holland,Steel,Sit Down,Relocated,2000-01-01
Flying Eagle,Legoland Billund,Steel,Sit Down,Operating,2018-01-01
Flying Fish,Thorpe Park,Steel,Sit Down,Operating,2007-01-01
Flying Fish,Pacific Ocean Park,Steel,Sit Down,,1958-01-01
Flying Fish,Thorpe Park,Steel,Sit Down,Relocated,1983-01-01
Flying Fish,Los Angeles County Fairgrounds,Steel,Sit Down,,1965-01-01
Flying Fish,Crescent Park,Steel,Sit Down,,1959-01-01
Flying Over Gou Xiong Ling,Oriental Heritage,Steel,Sit Down,Operating,2020-01-01
Flying Rabbit Block,Shenyang Botanical Garden,Steel,Sit Down,Operating,2017-01-01
Flying Raiders,Jin Jiang Action Park,Steel,Suspended,Operating,2019-01-01
Flying Rally,Ocean World,Steel,Sit Down,,1986-01-01
Flying Saucer,Wuhan Zhongshan Park,Steel,Sit Down,,2004-01-01
Flying School,Legoland Florida,Steel,Inverted,Operating,2004-01-01
Flying Squirrel,Xiuquan Park,Steel,Sit Down,,2004-01-01
Flying Squirrel,Crab Island Resort,Steel,Sit Down,,2016-01-01
Flying Squirrel,Paragon Garden of Xiangtan,Steel,Sit Down,Operating,2016-01-01
Flying Squirrel,Altai Amusement Park,Steel,Sit Down,Operating,2017-01-01
Flying Super Saturator,Carowinds,Steel,Suspended,,2000-01-01
Flying Tiger,Safariland Stukenbrock,Steel,Sit Down,Operating,1981-01-01
Flying Tiger,Sportland Pier,Steel,Sit Down,,1957-01-01
Flying Toboggan,Crescent Park,Wood,Sit Down,,1905-01-01
Flying Train,Sorak Plazaland,Steel,Sit Down,,2005-01-01
Flying Trapeze,Flamingo Land,Steel,Sit Down,Relocated,1998-01-01
Flying Turns,Euclid Beach,Wood,Bobsled,,1930-01-01
Flying Turns,Forest Park Highlands Amusement Park,Wood,Bobsled,,1934-01-01
Flying Turns,Rocky Point Park,Wood,Bobsled,,1931-01-01
Flying Turns,Steeplechase Park,Wood,Bobsled,,1934-01-01
Flying Turns,Riverview Park,Wood,Bobsled,,1935-01-01
Flying Turns,Knoebels Amusement Resort,Wood,Bobsled,Operating,2013-01-01
Flying Turns,Century of Progress,Wood,Bobsled,Relocated,1933-01-01
Flying Turns,Lakeside Park,Wood,Bobsled,,1929-01-01
Flying Wing Coaster,Happy Valley,Steel,Wing,Operating,2017-01-01
Fly Over Mediterranean,Happy Valley,Steel,Sit Down,Operating,2009-01-01
Fly with Flap,Doha Quest,Steel,Suspended,Under Construction,2021-01-01
Fønix,Fårup Sommerland,Steel,Sit Down,Under Construction,2022-01-01
Force One,Schwaben Park,Steel,Sit Down,Operating,2010-01-01
Force One Coaster,Kid City,Steel,Sit Down,Operating,2014-01-01
Forest Adventure,Gyeongnam Mason Robotland,Steel,Sit Down,Operating,2019-01-01
Forest Coaster,White City,Wood,Sit Down,,1906-01-01
Forest Coaster,Fairyland Park,Wood,Sit Down,,1912-01-01
Forest Express,Paul Bunyan's Adventure Golf,Steel,Sit Down,,
Forest Flyer,Vail Adventure Ridge,Steel,Sit Down,Operating,2016-01-01
Forest Flying Mouse,Qingcheng Park,Steel,Sit Down,Operating,
Forest Flying Mouse,Guangzhou Zoological Garden,Steel,Sit Down,Operating,2000-01-01
Forest Flying Mouse,LongFeng Villa Video Resort,Steel,Sit Down,,2010-01-01
Forest Predator,Happy Valley,Steel,Wing,Operating,2020-01-01
Forest Ride,Six Gun Territory,Wood,Sit Down,,1919-01-01
Forest Ride,Ross Grove,Wood,Sit Down,,1917-01-01
Forest Slide,Hot Go Park - Happy Jungle World,Steel,Sit Down,Operating,2014-01-01
Forest Squirrel,Tangxia Guanguang Park,Steel,Sit Down,Operating,2003-01-01
Forest Toboggan,Olentangy Park,Wood,Sit Down,,1904-01-01
Forest Train,Adventureland,Steel,Sit Down,Operating,2002-01-01
Formula,VVC Wheel Park,Steel,Sit Down,Relocated,2011-01-01
Formuła,Energylandia,Steel,Sit Down,Operating,2016-01-01
Formula 1,Park Attraktsionov,Steel,Sit Down,Operating,2011-01-01
Formula 1,Magic Park Land,Steel,Sit Down,Operating,2013-01-01
Formula 1,City Park,Steel,Sit Down,Operating,2012-01-01
Formula 1,Luna Lunapark A.Ş. Çekmeköy,Steel,Sit Down,Operating,2011-01-01
Formula 1,Your Park,Steel,Sit Down,Operating,2012-01-01
Formula 1,Gorky Park,Steel,Sit Down,Operating,2014-01-01
Formula Farm,Luna Farm,Steel,Sit Down,Operating,2019-01-01
Formula One,Pattaya Park Funny Land,Steel,Sit Down,,
Formula Rossa,Ferrari World Abu Dhabi,Steel,Sit Down,Operating,2010-01-01
Formula Rossa Junior,Ferrari World Abu Dhabi,Steel,Sit Down,Operating,2020-01-01
Formula Viatti,City Park,Steel,Sit Down,Operating,2018-01-01
Formule 1,Parc Saint Paul,Steel,Sit Down,,2005-01-01
Formule X,Drievliet Family Park,Steel,Sit Down,Operating,2007-01-01
Fort d'Odin,Parc du Bocasse,Steel,Sit Down,Operating,2004-01-01
Four Man Bob,Pleasure Island Family Theme Park,Steel,Sit Down,Relocated,1993-01-01
Four Ring Coaster,Oasis Happy World,Steel,Sit Down,,2015-01-01
Four Ring Roller Coaster,Qinling Happy World,Steel,Sit Down,Operating,2009-01-01
Four Ring Roller Coaster,Guiyang Happy World,Steel,Sit Down,Operating,2010-01-01
Four Ring Roller Coaster,Yuehai Park,Steel,Sit Down,Operating,2011-01-01
Four Ring Roller Coaster,Shen Jun Ecological Culture Town,Steel,Sit Down,Operating,2019-01-01
Fourth Ring Roller Coaster,Shenlong Valley Playground,Steel,Sit Down,Operating,2016-01-01
Fourth Ring Roller Coaster,Shantou Children's Park,Steel,Sit Down,Operating,2019-01-01
Frankenbob,Erlebnisfelsen Pottenstein,Steel,Sit Down,Operating,2002-01-01
Frankie's Mine Train,Great Escape,Steel,Sit Down,Operating,2005-01-01
Frankie's Mine Train,Frontier City,Steel,Sit Down,Operating,2019-01-01
Frank' N Coaster,House of Frankenstein,Steel,Sit Down,Operating,2020-01-01
Freedom Flyer,Fun Spot America,Steel,Suspended,Operating,2013-01-01
Freedom Rider,iPlay America,Steel,Sit Down,Operating,2016-01-01
Free Fall,Wonderland Amusement Park,Steel,Sit Down,Operating,2011-01-01
Free Fall,Aladin Amusement Park,Steel,Sit Down,Operating,2004-01-01
Free Fall,Joyland,Steel,Sit Down,,2003-01-01
Free Fall,City Park,Steel,Sit Down,Operating,2014-01-01
Freestyle,Cavallino Matto,Steel,Stand Up,Operating,2015-01-01
Freeway Coaster,Adventure City,Steel,Sit Down,Operating,1994-01-01
Freischütz,Bayern Park,Steel,Sit Down,Operating,2011-01-01
French Revolution2 VR,Lotte World,Steel,Sit Down,Operating,1989-01-01
Frida,Energylandia,Steel,Sit Down,Operating,2019-01-01
Fridolin's verrückter Zauberexpress,Fantasiana,Steel,Sit Down,Under Construction,2021-01-01
Fröschbrunna Coaster,Fröschbrunna,Steel,Sit Down,Operating,2000-01-01
Frontline Charge,Fanta Park Glorious Orient,Steel,Sit Down,Under Construction,2021-01-01
Frontline Charge,Fanta Park Glorious Orient,Steel,Sit Down,Operating,2021-01-01
Froschbahn,Bayern Park,Steel,Sit Down,Operating,1995-01-01
Frozen,Sokolniki Park,Steel,Sit Down,Relocated,2003-01-01
Frozen,Attrapark,Steel,Sit Down,Relocated,2012-01-01
Frozen,Attrapark,Steel,Sit Down,,2014-01-01
Fruit Buggy Coaster,Heping Park,Steel,Sit Down,Operating,2015-01-01
Fruit Car,Sakura Valley Theme Paradise,Steel,Sit Down,Operating,2019-01-01
Fruiting Trochlear,Temple of the Sun,Steel,Sit Down,Operating,2021-01-01
Fruit Insects Pulley,Dawangjing Park,Steel,Sit Down,Operating,2015-01-01
Fruit-Shaped Pulley,Oasis Happy World,Steel,Sit Down,,2015-01-01
Fruit Worm,Apapa Amusment Park,Steel,Sit Down,Operating,2015-01-01
Fruit Worm Coaster,Sun Park,Steel,Sit Down,,2002-01-01
Fruit Worm Coaster,Fantawild Sci-Fi Theme Park,Steel,Sit Down,,2006-01-01
Fruit Worm Coaster,Loca Joy Holiday Theme Park,Steel,Sit Down,Operating,2013-01-01
Fruit Worm Coaster,Yiyuan Park,Steel,Sit Down,Operating,2013-01-01
Fruit Worm Coaster,Chimelong Safari Park,Steel,Sit Down,,2013-01-01
Fruit Worm Coaster,Gantang Park,Steel,Sit Down,Operating,2013-01-01
Fruit Worm Coaster,Kunming Zoo,Steel,Sit Down,,2009-01-01
Fruit Worm Coaster,Foshan Amusement Park,Steel,Sit Down,SBNO,2010-01-01
Fruit Worm Coaster,Tianhe Park,Steel,Sit Down,,2011-01-01
Fruit Worm Coaster,Fengshan Park,Steel,Sit Down,Operating,2016-01-01
Fruit Worm Coaster,Guangzhou Children's Park,Steel,Sit Down,,2011-01-01
Fruit Worm Coaster,Xiuquan Park,Steel,Sit Down,,2012-01-01
Fruit Worm Coaster,Zhengzhou Zoo,Steel,Sit Down,Operating,2012-01-01
Fruit Worm Coaster,Huagudeng Carnival,Steel,Sit Down,Operating,2012-01-01
Fruit Worm Coaster,Crab Island Children's Theme Park,Steel,Sit Down,,2006-01-01
Fruit Worm Coaster,Zimaling Park,Steel,Sit Down,Operating,2012-01-01
Fruit Worm Coaster,Zhuzhou Culture Park,Steel,Sit Down,Operating,2011-01-01
Fruit Worm Coaster,Starfish Island,Steel,Sit Down,,2010-01-01
Fruit Worm Coaster,Zhongshan Park,Steel,Sit Down,,2014-01-01
Fruit Worm Coaster,Wuhan Zhongshan Park,Steel,Sit Down,Operating,2014-01-01
Fruit Worm Coaster,Olympic Sports Park,Steel,Sit Down,Relocated,2013-01-01
Fruit Worm Coaster,Lezhong Amusement Park,Steel,Sit Down,,2014-01-01
Fruit Worm Coaster,Qinglonghu Water Amusement Park,Steel,Sit Down,Operating,2014-01-01
Fruit Worm Coaster,Lianhuachi Park,Steel,Sit Down,,2011-01-01
Fruit Worm Coaster,Zizhuyuan Park,Steel,Sit Down,Operating,2015-01-01
Fruit Worm Coaster,Hebin Park,Steel,Sit Down,Operating,2008-01-01
Fruit Worm Coaster,Kunming Zoo,Steel,Sit Down,Operating,2016-01-01
Fruit Worm Coaster,Humen Park,Steel,Sit Down,Operating,2012-01-01
Fruit Worm Coaster,Fenhe Park,Steel,Sit Down,SBNO,2014-01-01
Fruit Worm Coaster,Ruofei Park,Steel,Sit Down,Operating,2012-01-01
Fruit Worm Coaster,Shenyang Botanical Garden,Steel,Sit Down,Operating,2017-01-01
Fruit Worm Coaster,Elf Amusement Park,Steel,Sit Down,Operating,2014-01-01
Fruit Worm Coaster,Guangzhou Children's Park,Steel,Sit Down,Operating,2015-01-01
Fruit Worm Coaster,Xinghai Park,Steel,Sit Down,Operating,2018-01-01
Fruit Worm Coaster,Sun Park,Steel,Sit Down,Operating,2018-01-01
Fruit Worm Coaster,Feilai Lake Habi Amusement Park,Steel,Sit Down,Operating,2015-01-01
Fruit Worm Coaster,Subei Yesheng Zoo,Steel,Sit Down,Operating,2013-01-01
Fruit Worm Coaster,Yuhuatai Technology Fairyland Recreation Ground,Steel,Sit Down,Operating,2017-01-01
Fruit Worm Coaster,Nanhu Park,Steel,Sit Down,Operating,2017-01-01
Fruit Worm Coaster,Guangzhou Luhu Children's Park,Steel,Sit Down,,2014-01-01
Fruit Worm Coaster,Olympic Sports Park,Steel,Sit Down,Operating,2018-01-01
Fruit Worm Coaster,Beijing Shijingshan Amusement Park,Steel,Sit Down,Operating,2019-01-01
Fruit Worm Coaster,Cunjin Park,Steel,Sit Down,Operating,2019-01-01
Fruit Worm Coaster,Tazishan Park,Steel,Sit Down,Operating,2019-01-01
Fruit Worm Coaster,Jialebi Amusement Park,Steel,Sit Down,Operating,2020-01-01
Fruit Worm Coaster,Xiaogang Park,Steel,Sit Down,Operating,2020-01-01
Fruit Worm Coaster,Pan An Lake Paradise,Steel,Sit Down,Operating,2017-01-01
Fruit Worm Coaster,Jiangfu Park,Steel,Sit Down,Operating,2013-01-01
Fruit Worm Coaster,Beixiaohe Park,Steel,Sit Down,Operating,2014-01-01
Fruit Worm Pulley,Liuhua Lake Park,Steel,Sit Down,,2012-01-01
Fruitworm Pulley,Hangzhou Children's Park,Steel,Sit Down,Operating,2013-01-01
Fruit Worm Pulley,Tianjin Zoological Gardens,Steel,Sit Down,Operating,2012-01-01
Fruit Worm Pulley,Nanhu Park,Steel,Sit Down,Operating,2015-01-01
Fruit Worm Pulley,Wanquan Park,Steel,Sit Down,Operating,2016-01-01
Fruit Worm Pulley,Liuhua Lake Park,Steel,Sit Down,Operating,2016-01-01
