Roller Coaster,Amusement Park,Type,Design,Status,Opened
unknown,Changjiang Water World,Steel,Sit Down,Relocated,1980-01-01
unknown,Fundoo World,Steel,Sit Down,SBNO,2007-01-01
unknown,Pushkin Park,Steel,Sit Down,Relocated,2002-01-01
unknown,Altai Amusement Park,Steel,Sit Down,,2006-01-01
unknown,Altai Amusement Park,Steel,Sit Down,,2006-01-01
unknown,Aquatic Paradise,Steel,Sit Down,,2002-01-01
unknown,Yiwu Paradise,Steel,Sit Down,,2006-01-01
unknown,Yiwu Paradise,Steel,Sit Down,,2006-01-01
unknown,Kiddieland,Steel,Sit Down,,1962-01-01
unknown,Đầm Sen Park,Steel,Sit Down,,2007-01-01
unknown,Carousel Park Adventure Island,Steel,Sit Down,,
unknown,Great Yarmouth Pleasure Beach,Steel,Sit Down,Relocated,1987-01-01
unknown,Xining People's Park,Steel,Sit Down,Operating,2007-01-01
unknown,Xining People's Park,Steel,Sit Down,,2007-01-01
unknown,Jiangxin Xiyuan,Steel,Sit Down,Operating,2005-01-01
unknown,Be'sat Park,Steel,Sit Down,SBNO,2008-01-01
unknown,Steeplechase Pier,Steel,Sit Down,,
unknown,Happy Land Dammam,Steel,Sit Down,,2005-01-01
unknown,Xinghai Park,Steel,Sit Down,,2007-01-01
unknown,Nairamdal Park,Steel,Sit Down,Relocated,2008-01-01
unknown,Lunapark,Steel,Sit Down,Relocated,2004-01-01
unknown,Luna Park,Steel,Sit Down,,2000-01-01
unknown,Sherbakov Culture & Leisure Park,Steel,Sit Down,Operating,2008-01-01
unknown,Showbiz City,Steel,Sit Down,,
unknown,Erbil Family Fun,Steel,Sit Down,,2009-01-01
unknown,Madinat Zayed Garden,Steel,Sit Down,,
unknown,Jamboo,Steel,Inverted,Operating,2007-01-01
unknown,Hot Springs Holiday Resort,Steel,Sit Down,,1960-01-01
unknown,Seaway Kiddieland,Steel,Sit Down,,1960-01-01
unknown,Lake George Action Park,Steel,Sit Down,,1960-01-01
unknown,Dizzyland,Steel,Sit Down,,1960-01-01
unknown,Doling Park,Steel,Sit Down,,1961-01-01
unknown,Indian Nations Park,Steel,Sit Down,,1961-01-01
unknown,Chico Kiddieland,Steel,Sit Down,,1961-01-01
unknown,Kulturpark Rotehorn,Wood,Sit Down,,1969-01-01
unknown,Katy Road Kiddieland,Steel,Sit Down,,1951-01-01
unknown,Pacific Ocean Park,Steel,Sit Down,,1951-01-01
unknown,Virginia Park,Steel,Sit Down,,1948-01-01
unknown,New Liberty Park,Steel,Sit Down,,1951-01-01
unknown,Washington Park,Steel,Sit Down,,1951-01-01
unknown,Joyland Park,Steel,Sit Down,,1951-01-01
unknown,Juegos Mecanicos Del Bosque,Steel,Sit Down,Operating,2008-01-01
unknown,Atallah Happy Land Park,Steel,Sit Down,,2001-01-01
unknown,Villalandia,Steel,Sit Down,,2007-01-01
unknown,Lincoln Park,Wood,Sit Down,,
unknown,Sadhoo Merry Kingdom,Steel,Sit Down,Operating,2008-01-01
unknown,Sea Garden,Steel,Sit Down,,2004-01-01
unknown,Mediterraneo Park,Steel,Sit Down,,
unknown,Wonderland,Wood,Sit Down,,1952-01-01
unknown,Smiley's Happyland,Steel,Sit Down,,
unknown,Pine Island Park,Steel,Sit Down,,1952-01-01
unknown,Casino Pier,Steel,Sit Down,,1952-01-01
unknown,LeSourdsville Lake Amusement Park,Steel,Sit Down,,1952-01-01
unknown,Leisureland Fair,Steel,Sit Down,,
unknown,Kuhestan Amusement Park,Steel,Sit Down,Operating,2002-01-01
unknown,Brazilian Park Washuzan Highland,Steel,Sit Down,Relocated,
unknown,Baniyas Children's Park,Steel,Sit Down,,2008-01-01
unknown,Magic Land,Steel,Sit Down,Operating,2007-01-01
unknown,Sunrise Park,Steel,Sit Down,,
unknown,King Fahd Amusement Park,Steel,Sit Down,Operating,2011-01-01
unknown,Donghu Park,Steel,Sit Down,Operating,2011-01-01
unknown,King Fahd Amusement Park,Steel,Sit Down,Operating,2011-01-01
unknown,Dream Land,Steel,Sit Down,,2003-01-01
unknown,Six Gun Territory,Steel,Sit Down,,
unknown,Jangali Park,Steel,Sit Down,Operating,2009-01-01
unknown,Happy Land,Steel,Sit Down,Operating,2000-01-01
unknown,Rabbit Forest,Steel,Sit Down,Operating,2021-01-01
unknown,Sea Star Park,Steel,Sit Down,Operating,2013-01-01
unknown,Sizhou Park,Steel,Sit Down,Operating,2010-01-01
unknown,Funland Park,Steel,Sit Down,,1991-01-01
unknown,Castelinho Kids Buffet,Steel,Sit Down,Relocated,2011-01-01
unknown,Orchard Park,Steel,Sit Down,Operating,2009-01-01
unknown,Daqing Oilfield Paradise,Steel,Sit Down,,2010-01-01
unknown,Yanhu Park,Steel,Sit Down,,2002-01-01
unknown,Swings-N-Things Family Fun Park,Steel,Sit Down,,1987-01-01
unknown,Al Rawdah Amusement Park,Steel,Sit Down,,2001-01-01
unknown,Yingzhou Ecological Park,Steel,Sit Down,,2006-01-01
unknown,Yanhu Park,Steel,Sit Down,,2010-01-01
unknown,Xishan Park,Steel,Sit Down,,2012-01-01
unknown,Intime City,Steel,Sit Down,Operating,2012-01-01
unknown,Greater Ontario Beach,Wood,Sit Down,,1885-01-01
unknown,Gayway,Steel,Sit Down,,1953-01-01
unknown,Bagatelle,Steel,Sit Down,,1969-01-01
unknown,Bagatelle,Steel,Sit Down,,1987-01-01
unknown,Yangzi Park,Steel,Sit Down,,2005-01-01
unknown,Shiyanhu Ecological Park,Steel,Sit Down,,2006-01-01
unknown,Five Tigers Island,Steel,Inverted,Operating,2013-01-01
unknown,Donghu Park,Steel,Sit Down,,2011-01-01
unknown,Donghu Park,Steel,Sit Down,,2011-01-01
unknown,Pinghu Park,Steel,Sit Down,Operating,2011-01-01
unknown,Jawa Timur Park 2,Steel,Sit Down,Relocated,
unknown,Amrapali FunLand,Steel,Sit Down,Operating,2014-01-01
unknown,Tianchi Park,Steel,Sit Down,Operating,2013-01-01
unknown,Shore at Malacca River,Steel,Sit Down,,
unknown,Aventura Luna Park,Steel,Sit Down,,2003-01-01
unknown,Funfai,Steel,Sit Down,,2010-01-01
unknown,Baoshi Park,Steel,Sit Down,Operating,2012-01-01
unknown,Jinping Park,Steel,Sit Down,Operating,2010-01-01
unknown,Jinping Park,Steel,Sit Down,,2005-01-01
unknown,Shishan Park,Steel,Sit Down,,2008-01-01
unknown,Shishan Park,Steel,Sit Down,,2012-01-01
unknown,Casper's Scare School,Steel,Sit Down,Operating,2012-01-01
unknown,Shuihui Park,Steel,Sit Down,Operating,2012-01-01
unknown,Nanjin Qiyuan,Steel,Sit Down,SBNO,2009-01-01
unknown,Lakewood Park,Wood,Sit Down,,1902-01-01
unknown,Chengnan Park,Steel,Sit Down,,2012-01-01
unknown,Happyland,Steel,Sit Down,Operating,2011-01-01
unknown,Meghdoot Garden,Steel,Sit Down,,2000-01-01
unknown,Paradise Lake,Steel,Sit Down,,1982-01-01
unknown,Jiangdi Paradise,Steel,Sit Down,,2011-01-01
unknown,Gorodok Park,Steel,Sit Down,,2009-01-01
unknown,West Lake Park,Steel,Sit Down,Operating,2013-01-01
unknown,Europa Park,Steel,Sit Down,Under Construction,2023-01-01
unknown,Los Angeles County Fairgrounds,Steel,Sit Down,,
unknown,Chifeng Botanical Garden,Steel,Sit Down,Operating,2012-01-01
unknown,Shishu Park,Steel,Sit Down,Operating,2013-01-01
unknown,Splash The Fun Park,Steel,Sit Down,,2011-01-01
unknown,Safari Park Shenzhen,Steel,Sit Down,Operating,2013-01-01
unknown,Samsun Lunapark,Steel,Sit Down,Operating,2007-01-01
unknown,West Lake Park,Steel,Sit Down,Operating,2011-01-01
unknown,Long Rainbow Park,Steel,Sit Down,,2009-01-01
unknown,Taoqimao,Steel,Sit Down,,2005-01-01
unknown,Taoqimao,Steel,Sit Down,Operating,2009-01-01
unknown,Wuan Dongshan Wenhua Boyiyuan,Steel,Sit Down,,2009-01-01
unknown,Yinxian Resort,Steel,Sit Down,Relocated,2005-01-01
unknown,Yinxian Resort,Steel,Sit Down,,2005-01-01
unknown,Jiangdi Paradise,Steel,Sit Down,,2004-01-01
unknown,Panzhihua Park,Steel,Sit Down,Operating,2007-01-01
unknown,Laodong Park,Steel,Sit Down,,2003-01-01
unknown,Dongfang Amusement Park,Steel,Sit Down,,2004-01-01
unknown,Luqiao Paradise,Steel,Sit Down,,2005-01-01
unknown,Ganquan Park,Steel,Sit Down,Operating,2009-01-01
unknown,Xigu Park,Steel,Sit Down,Operating,2006-01-01
unknown,Hubin Park,Steel,Sit Down,Operating,2003-01-01
unknown,Fenghuangshan Park,Steel,Sit Down,,2006-01-01
unknown,Fenghuangshan Park,Steel,Sit Down,,2006-01-01
unknown,Yueyang Paradise,Steel,Sit Down,,2005-01-01
unknown,Yueping Park,Steel,Sit Down,,2005-01-01
unknown,Children's Park,Steel,Sit Down,Operating,2004-01-01
unknown,Children's Park,Steel,Sit Down,Operating,2004-01-01
unknown,People's Park,Steel,Sit Down,,2004-01-01
unknown,Datong Park,Steel,Sit Down,Operating,2005-01-01
unknown,People's Park,Steel,Sit Down,,2006-01-01
unknown,Jingyuan Park,Steel,Sit Down,,2005-01-01
unknown,Jingyuan Park,Steel,Sit Down,,2005-01-01
unknown,Daqing Oilfield Paradise,Steel,Sit Down,,2005-01-01
unknown,Daqing Oilfield Paradise,Steel,Sit Down,Operating,2005-01-01
unknown,Liminghu,Steel,Sit Down,,2006-01-01
unknown,East Lake Park,Steel,Sit Down,Operating,2009-01-01
unknown,Xijiao Park,Steel,Sit Down,Operating,2006-01-01
unknown,Xila Mulun Park,Steel,Sit Down,,2005-01-01
unknown,Victory Park,Steel,Sit Down,,2004-01-01
unknown,Jiangnan Park,Steel,Sit Down,Operating,2007-01-01
unknown,Children's Park,Steel,Sit Down,Operating,2007-01-01
unknown,People's Park,Steel,Sit Down,Operating,2006-01-01
unknown,Kongque Park,Steel,Sit Down,,2004-01-01
unknown,Kongque Park,Steel,Sit Down,,2004-01-01
unknown,Zhongshan Park,Steel,Sit Down,,2004-01-01
unknown,Bayi Park,Steel,Sit Down,Operating,2008-01-01
unknown,People's Park,Steel,Sit Down,,2004-01-01
unknown,Yilihe Amusement Park,Steel,Sit Down,Operating,2005-01-01
unknown,Fuyang Park,Steel,Sit Down,Operating,2008-01-01
unknown,Fuyang Park,Steel,Sit Down,Operating,2006-01-01
unknown,People's Park,Steel,Sit Down,,2007-01-01
unknown,Yiyuan,Steel,Sit Down,Operating,2007-01-01
unknown,People's Park,Steel,Sit Down,Operating,2007-01-01
unknown,Sea Star Park,Steel,Sit Down,Operating,2013-01-01
unknown,Binhu Park,Steel,Sit Down,,2003-01-01
unknown,People's Park,Steel,Sit Down,,2006-01-01
unknown,People's Park,Steel,Sit Down,,2006-01-01
unknown,Suqian Maling Park,Steel,Sit Down,,2009-01-01
unknown,Chuxiuyuan,Steel,Sit Down,Operating,2008-01-01
unknown,Zhanggongshan Park,Steel,Sit Down,Operating,2005-01-01
unknown,Culture Square,Steel,Sit Down,,2007-01-01
unknown,Jiulonghu Scenic Area,Steel,Sit Down,Operating,2007-01-01
unknown,Xisen Huanledao,Steel,Sit Down,Operating,2008-01-01
unknown,Shengli Oilfield Children's Palace,Steel,Sit Down,Operating,2006-01-01
unknown,Yuxi Park,Steel,Sit Down,,2008-01-01
unknown,Yuxi Park,Steel,Sit Down,,2008-01-01
unknown,Lagosur,Steel,Sit Down,,1989-01-01
unknown,Kiddie Land Amusement Park,Steel,Sit Down,,1947-01-01
unknown,Washington Park,Wood,Sit Down,,1905-01-01
unknown,Binhai Park,Steel,Sit Down,,2003-01-01
unknown,Ehu Park,Steel,Sit Down,Operating,2008-01-01
unknown,Wangcheng Park,Steel,Sit Down,Operating,2007-01-01
unknown,Wangcheng Park,Steel,Sit Down,Operating,2007-01-01
unknown,Dahuoquan Park,Steel,Sit Down,Operating,2008-01-01
unknown,Xinghai Park,Steel,Sit Down,,2005-01-01
unknown,Weihaigang Park,Steel,Sit Down,,2006-01-01
unknown,Guishan Park,Steel,Sit Down,,2005-01-01
unknown,Duolang Park,Steel,Sit Down,Operating,2006-01-01
unknown,Duolang Park,Steel,Sit Down,Operating,2006-01-01
unknown,Reservoir Recreation Park,Steel,Sit Down,,2007-01-01
unknown,Reservoir Recreation Park,Steel,Sit Down,,2007-01-01
unknown,Yandu Park,Steel,Sit Down,,2003-01-01
unknown,Yandu Park,Steel,Sit Down,,2003-01-01
unknown,Guoguo Park,Steel,Sit Down,Operating,2005-01-01
unknown,People's Park,Steel,Sit Down,Operating,2005-01-01
unknown,Xijiao Park,Steel,Sit Down,Operating,2003-01-01
unknown,People's Park,Steel,Sit Down,,2009-01-01
unknown,Qingnian Park,Steel,Sit Down,,2004-01-01
unknown,Zhongshan Park,Steel,Sit Down,,2008-01-01
unknown,Jingxiu Park,Steel,Sit Down,,2008-01-01
unknown,People's Park,Steel,Sit Down,Operating,2008-01-01
unknown,Zunyi Zoo,Steel,Sit Down,,2006-01-01
unknown,Quijang Park,Steel,Sit Down,,2008-01-01
unknown,Kelong Qianshu Park,Steel,Sit Down,,2009-01-01
unknown,Zhongshan Park,Steel,Sit Down,,2007-01-01
unknown,Nanning Zoo,Steel,Sit Down,,2005-01-01
unknown,Xingqinggong,Steel,Sit Down,,2002-01-01
unknown,Walygator Grand Est,Steel,Sit Down,Relocated,
unknown,Zapp's Park,Wood,Sit Down,,1904-01-01
unknown,Foton World,Steel,Sit Down,,
unknown,Herastrau Park,Steel,Sit Down,,2006-01-01
unknown,Nanhu Park,Steel,Sit Down,,2009-01-01
unknown,Fenghuang Park,Steel,Sit Down,Operating,2017-01-01
unknown,Magic Land,Steel,Sit Down,SBNO,2011-01-01
unknown,Qingnianhu Park,Steel,Sit Down,Operating,2009-01-01
unknown,Children's Paradise,Steel,Sit Down,,2009-01-01
unknown,Childs City,Steel,Sit Down,Operating,2006-01-01
unknown,Xishan Amusement Park,Steel,Sit Down,Operating,2010-01-01
unknown,Shengneng Amusement Park,Steel,Sit Down,Operating,2003-01-01
unknown,Ertong Paradise,Steel,Sit Down,Operating,2005-01-01
unknown,Yuhu,Steel,Sit Down,Operating,2005-01-01
unknown,People's Park,Steel,Sit Down,,2002-01-01
unknown,Gaomiao Temple Bao'ansi,Steel,Sit Down,,2009-01-01
unknown,Yellow River Park,Steel,Sit Down,Operating,2007-01-01
unknown,Yellow River Park,Steel,Sit Down,Operating,2007-01-01
unknown,Hongzhizhu Amusement Park,Steel,Sit Down,,2004-01-01
unknown,Zezhou Park,Steel,Sit Down,,2002-01-01
unknown,Subei Yesheng Zoo,Steel,Sit Down,,2005-01-01
unknown,Yuhu Park,Steel,Sit Down,Operating,2006-01-01
unknown,Lianfeng Beach Park,Steel,Sit Down,Operating,2007-01-01
unknown,Jining Ertong Paradise,Steel,Sit Down,,2003-01-01
unknown,Godsheep Amusement Park,Steel,Sit Down,SBNO,1986-01-01
unknown,Ningbo Ertong Park,Steel,Sit Down,,2006-01-01
unknown,Xiangchenwan Amusement Park,Steel,Sit Down,SBNO,2003-01-01
unknown,Sportland Pier,Steel,Sit Down,,
unknown,Coney Island - Independent Vendor 1,Wood,Sit Down,,1962-01-01
unknown,Deadwood,Steel,Sit Down,In Storage,2008-01-01
unknown,Shenzhen Bay Hotel,Steel,Sit Down,Relocated,1984-01-01
unknown,Wonderland Amusement Park,Steel,Sit Down,,1969-01-01
unknown,Jiangxin Xiyuan,Steel,Sit Down,Operating,2009-01-01
unknown,Foreigner Street,Steel,Sit Down,,2011-01-01
unknown,Killarney Springs Family Park,Steel,Sit Down,,2005-01-01
unknown,Lunapark,Wood,Sit Down,,1930-01-01
unknown,Tower View Park,Steel,Sit Down,,1965-01-01
unknown,Park Basij,Steel,Sit Down,Operating,2007-01-01
unknown,Fun City,Steel,Sit Down,Operating,2004-01-01
unknown,Sabeen Park,Steel,Sit Down,Operating,2004-01-01
unknown,Pogo Land,Steel,Sit Down,,2007-01-01
unknown,Basil Fun World,Steel,Sit Down,Operating,2010-01-01
unknown,Vismaya Water Theme Park,Steel,Sit Down,Operating,2009-01-01
unknown,Alameda Park,Wood,Sit Down,,
unknown,People's Park,Steel,Sit Down,Operating,2010-01-01
unknown,Daqing Oilfield Paradise,Steel,Sit Down,Operating,2010-01-01
unknown,Daqing Children's Paradise,Steel,Sit Down,,2002-01-01
unknown,Royal Land,Steel,Sit Down,,
unknown,People's Park,Steel,Sit Down,Operating,2004-01-01
unknown,Haibei Eryou Lecheng,Steel,Sit Down,,2009-01-01
unknown,Haibei Eryou Lecheng,Steel,Sit Down,Operating,2004-01-01
unknown,Jingjiangshan Park,Steel,Sit Down,Operating,2004-01-01
unknown,Jingjiangshan Park,Steel,Sit Down,Operating,2005-01-01
unknown,Baoshi Park,Steel,Sit Down,Operating,2009-01-01
unknown,Bayi Park,Steel,Sit Down,,2010-01-01
unknown,Cuiping Mountain Park,Steel,Sit Down,Relocated,2011-01-01
unknown,Xiapu Binjiang Park,Steel,Sit Down,,2002-01-01
unknown,Fuyang Park,Steel,Sit Down,,
unknown,Culture Square,Steel,Sit Down,,2007-01-01
unknown,Nanhu Park,Steel,Sit Down,,2004-01-01
unknown,Laodong Park,Steel,Sit Down,,2003-01-01
unknown,Wangcheng Park,Steel,Sit Down,Operating,2010-01-01
unknown,Kunming Zoo,Steel,Sit Down,,1999-01-01
unknown,Taiyanggong Park,Steel,Sit Down,,2009-01-01
unknown,Tazishan Park,Steel,Sit Down,,2007-01-01
unknown,Wuhan Peace Park,Steel,Sit Down,,2005-01-01
unknown,Wanjuan Pavilion Scenic Area,Steel,Sit Down,Operating,2007-01-01
unknown,Zizhen Park,Steel,Sit Down,Operating,2010-01-01
unknown,Jinxing Amusement Park,Steel,Sit Down,Operating,2005-01-01
unknown,Jiayuguan Tan,Steel,Sit Down,,2004-01-01
unknown,Aonenhu,Steel,Sit Down,Operating,2009-01-01
unknown,Jiugang Workers Amusement Park,Steel,Sit Down,,2004-01-01
unknown,Jiuquan Park,Steel,Sit Down,Operating,2003-01-01
unknown,Xiangyang Park,Steel,Sit Down,Operating,2007-01-01
unknown,Nantong Langshan Amusement Park,Steel,Sit Down,,2010-01-01
unknown,Tianjinghu Park,Steel,Sit Down,Operating,2009-01-01
unknown,Buddha Park,Steel,Sit Down,,2003-01-01
unknown,Mayakovsky Park,Steel,Sit Down,,2005-01-01
unknown,Mayakovsky Park,Steel,Sit Down,,2002-01-01
unknown,Fun Castle,Steel,Sit Down,Operating,2004-01-01
unknown,Nicco Park,Steel,Sit Down,Operating,2005-01-01
unknown,Nicco Park,Steel,Sit Down,Operating,2007-01-01
unknown,Fustat Park,Steel,Sit Down,,2000-01-01
unknown,Anniversary Park,Steel,Sit Down,,2009-01-01
unknown,Xining People's Park,Steel,Sit Down,,
unknown,Xiaoyouyuan Children's Park,Steel,Sit Down,,
unknown,Petropavlovsk Central Park,Steel,Sit Down,Operating,2009-01-01
unknown,Anniversary Park,Steel,Sit Down,,2003-01-01
unknown,Anniversary Park,Steel,Sit Down,,2008-01-01
unknown,Novosibirsk Central Park,Steel,Sit Down,Operating,2005-01-01
unknown,Parc d Attraction Sétif's Land,Steel,Sit Down,Relocated,2004-01-01
unknown,Play Land,Steel,Sit Down,,2004-01-01
unknown,Komsomol Anniversary Park,Steel,Sit Down,,2004-01-01
unknown,Gafuri Park,Steel,Sit Down,Operating,2001-01-01
unknown,Parque de Ferias San Jacinto,Steel,Sit Down,,2007-01-01
unknown,Funcity,Steel,Sit Down,Operating,2000-01-01
unknown,Lunapark,Steel,Sit Down,,2007-01-01
unknown,Sunny Island,Steel,Sit Down,,2002-01-01
unknown,Jannat Al-Ahlam,Steel,Sit Down,,2001-01-01
unknown,Garden of Waves,Steel,Sit Down,Operating,2004-01-01
unknown,Plays Park,Steel,Sit Down,Operating,2008-01-01
unknown,Bayrampaşa Şehir Parkı,Steel,Sit Down,,2005-01-01
unknown,West Park,Steel,Sit Down,Operating,2007-01-01
unknown,People's Park,Steel,Sit Down,Operating,2009-01-01
unknown,Luna Park Mamaia,Steel,Sit Down,,2005-01-01
unknown,Forest Park,Steel,Sit Down,,2009-01-01
unknown,Cal Expo Amusement Park,Steel,Sit Down,,1979-01-01
unknown,Happy Land,Steel,Sit Down,Operating,2000-01-01
unknown,Fanlihu Park,Steel,Sit Down,Operating,2003-01-01
unknown,Longshan Park,Steel,Sit Down,,2004-01-01
unknown,Phnom Penh Park,Steel,Sit Down,,2008-01-01
unknown,Chengjisihan Square,Steel,Sit Down,,2009-01-01
unknown,Binhe Amusement Park,Steel,Sit Down,,2009-01-01
unknown,Willow Mill Park,Steel,Sit Down,,1990-01-01
unknown,Drayton Manor,Steel,Sit Down,,1970-01-01
unknown,Tianhe Park,Steel,Sit Down,,2004-01-01
unknown,Puyang Ecological Park,Steel,Sit Down,Operating,2008-01-01
unknown,Kunwuyuan,Steel,Sit Down,Operating,2010-01-01
unknown,People's Park,Steel,Sit Down,,2009-01-01
unknown,Fun City,Steel,Sit Down,,2005-01-01
unknown,Linghe Park,Steel,Sit Down,Operating,2004-01-01
unknown,Longjaing Park,Steel,Sit Down,SBNO,2010-01-01
unknown,Chengjisihan Square,Steel,Sit Down,,2009-01-01
unknown,Xingqinggong,Steel,Sit Down,,2007-01-01
unknown,Yuji Park,Steel,Sit Down,,2009-01-01
unknown,Xinpu Paradise,Steel,Sit Down,Operating,2009-01-01
unknown,Xinpu Paradise,Steel,Sit Down,Operating,2009-01-01
unknown,Xinpu Paradise,Steel,Sit Down,,2009-01-01
unknown,Yikezhao Park,Steel,Sit Down,Operating,2006-01-01
unknown,Lvliang Park,Steel,Sit Down,Operating,2010-01-01
unknown,Lvliang Park,Steel,Sit Down,,2010-01-01
unknown,Huanqiu Dinuo Theme Park,Steel,Sit Down,,2009-01-01
unknown,Pingwang Park,Steel,Sit Down,Operating,2011-01-01
unknown,Haiyue Lake Park,Steel,Sit Down,,2007-01-01
unknown,Guangyuan Amusement Park,Steel,Sit Down,Operating,2010-01-01
unknown,Wurong Park,Steel,Sit Down,Operating,2011-01-01
unknown,Wurong Park,Steel,Sit Down,Operating,2011-01-01
unknown,Edaville Family Theme Park,Steel,Sit Down,,
unknown,Taizhou Jiaojiang Children Amusement Park,Steel,Sit Down,,2006-01-01
unknown,Humen Park,Steel,Sit Down,,2007-01-01
unknown,Qingshaonian Amusement Park,Steel,Sit Down,Operating,2006-01-01
unknown,Zhejiang Minsu Paradise,Steel,Sit Down,,2010-01-01
unknown,Xin'anjiang Amusement Park,Steel,Sit Down,,2010-01-01
unknown,Songyang Park,Steel,Sit Down,Operating,2011-01-01
unknown,Haiyue Lake Park,Steel,Sit Down,,2007-01-01
unknown,Jianghui Amusement Park,Steel,Sit Down,Operating,2008-01-01
unknown,Huangjiang People's Park,Steel,Sit Down,,2008-01-01
unknown,Jianghui Amusement Park,Steel,Sit Down,,2008-01-01
unknown,5 Dragon Keija Custom Park,Steel,Sit Down,SBNO,2005-01-01
unknown,Xinxiang People's Park,Steel,Sit Down,Operating,2005-01-01
unknown,Wuhan Peace Park,Steel,Sit Down,,2005-01-01
unknown,Wuhan Zoo,Steel,Sit Down,SBNO,2000-01-01
unknown,Wuhan Zoo,Steel,Sit Down,,2004-01-01
unknown,Guangsha Xishan Park,Steel,Sit Down,Operating,2009-01-01
unknown,Luohe Park,Steel,Sit Down,,2010-01-01
unknown,Green Bo Garden,Steel,Sit Down,Operating,2010-01-01
unknown,Hopi Hari,Steel,Sit Down,Relocated,
unknown,Landora Temalı Park,Steel,Sit Down,SBNO,2011-01-01
unknown,Yun Hsien Resort,Steel,Sit Down,,
unknown,Yun Hsien Resort,Steel,Sit Down,,
unknown,Yun Hsien Resort,Steel,Sit Down,,
unknown,Xianghe Grand Epoch City Park,Steel,Sit Down,,
unknown,Chengdu North Lake Amusement Park,Steel,Sit Down,,2008-01-01
unknown,Jinsha Amusement Park,Steel,Sit Down,,2008-01-01
unknown,Children's Paradise,Steel,Sit Down,,2010-01-01
unknown,Jin Xin Happy World,Steel,Sit Down,Operating,2015-01-01
unknown,Bayrampaşa Şehir Parkı,Steel,Sit Down,,2011-01-01
unknown,Mianzhu Park,Steel,Sit Down,Operating,2008-01-01
unknown,Mirabilandia,Steel,Inverted,Under Construction,2021-01-01
unknown,Qilizhen People's Park,Steel,Sit Down,,2003-01-01
unknown,Khiran Resort,Steel,Sit Down,Operating,2010-01-01
unknown,50 Year Park,Steel,Sit Down,,2009-01-01
unknown,Egemenlik Atrapark,Steel,Sit Down,Operating,2010-01-01
unknown,Ningde Children's Amusement Park,Steel,Sit Down,,2009-01-01
unknown,Alam Al Sihr,Steel,Sit Down,SBNO,2010-01-01
unknown,Henan Jinlu Ostrich Park,Steel,Sit Down,,2009-01-01
unknown,Fenghuangzhou Park,Steel,Sit Down,,2005-01-01
unknown,Luming Lake,Steel,Sit Down,SBNO,
unknown,Shaoxing Amusement Park,Steel,Sit Down,,2009-01-01
unknown,Happy Land Dammam,Steel,Sit Down,,2009-01-01
unknown,Happy Land Dammam,Steel,Sit Down,,2009-01-01
unknown,White Sand Gate Park,Steel,Sit Down,,2009-01-01
unknown,Wanquan Park,Steel,Sit Down,,
unknown,Kids Land,Steel,Sit Down,,2009-01-01
unknown,Marah Land Sabahiya,Steel,Sit Down,,2009-01-01
unknown,Haiyue Lake Park,Steel,Sit Down,,2007-01-01
unknown,Jawa Timur Park 2,Steel,Sit Down,Relocated,
unknown,People's Park,Steel,Sit Down,,2002-01-01
unknown,Playland at the Beach,Steel,Sit Down,,
unknown,Playland at the Beach,Steel,Sit Down,,1948-01-01
unknown,La Feria Chapultepec Magico,Steel,Sit Down,,1948-01-01
unknown,Happy World,Steel,Sit Down,Operating,2017-01-01
unknown,Dagang Park,Steel,Sit Down,,2008-01-01
unknown,Jinbao Amusement Park,Steel,Sit Down,,2011-01-01
unknown,Taipinghu Amusement Park,Steel,Sit Down,Operating,2005-01-01
unknown,Glendale Park,Wood,Sit Down,,
unknown,Parque de Diversiones La Cascada,Steel,Sit Down,,2008-01-01
unknown,Hongshan Park,Steel,Sit Down,,2009-01-01
unknown,Hongshan Park,Steel,Sit Down,,2003-01-01
unknown,Victory Park,Steel,Sit Down,,2004-01-01
unknown,Yangzhou Zoo,Steel,Sit Down,Operating,2008-01-01
unknown,Chiling Entertainment Park,Steel,Sit Down,,2009-01-01
unknown,Jinshan Park,Steel,Sit Down,,2003-01-01
unknown,Hengdang Island Park,Steel,Sit Down,Operating,2007-01-01
unknown,Long Branch Park,Wood,Sit Down,,
unknown,Suburban Gardens,Wood,Sit Down,,1921-01-01
unknown,Qilinshan Park,Steel,Sit Down,Operating,2011-01-01
unknown,London Las Vegas,Steel,Sit Down,In Storage,2012-01-01
unknown,Four Mile Creek Park,Wood,Sit Down,,
unknown,Acushnet Park,Wood,Sit Down,,1925-01-01
unknown,Panda Paradise,Steel,Sit Down,Operating,2012-01-01
unknown,Ziyun Botanical Garden,Steel,Sit Down,Operating,2010-01-01
unknown,Changxing Park,Steel,Sit Down,,2006-01-01
unknown,Changxing Park,Steel,Sit Down,,2012-01-01
unknown,Fantasy D World,Steel,Sit Down,,2009-01-01
unknown,Xinhu Park,Steel,Sit Down,,2011-01-01
unknown,Zhongshan Park,Steel,Sit Down,Operating,2009-01-01
unknown,Paradise Park,Wood,Sit Down,,
unknown,Meitian Amusement Park,Steel,Sit Down,,2010-01-01
unknown,Little Playground,Steel,Sit Down,,2003-01-01
unknown,Youth Park,Steel,Sit Down,,2010-01-01
unknown,Kyrlay Amusement Park,Steel,Sit Down,Operating,2007-01-01
unknown,Rostom Park,Steel,Sit Down,,2006-01-01
unknown,Basrah Land,Steel,Sit Down,Operating,2010-01-01
