Roller Coaster,Amusement Park,Type,Design,Status,Opened
Big Apple Coaster,New York New York Hotel & Casino,Steel,Sit Down,Operating,1997
Big Bad John,Magic Springs Theme and Water Park,Steel,Sit Down,Operating,2002
Big Bad Wolf,Busch Gardens Williamsburg,Steel,Suspended,,1984
Big Bang,Freizeitpark Familienland,Steel,Sit Down,Operating,2013
Big Beast,Edgewater Park,Wood,Sit Down,,1927
Big Bend,Six Flags Over Texas,Steel,Sit Down,Relocated,1971
Big Bend,Six Flags St. Louis,Steel,Sit Down,,
Big Blue,Fun Park Biograd,Steel,Sit Down,Operating,2017
Big Boom,Myoko Sunshine Land,Steel,Sit Down,,1981
Big Boom,Nasu Highland Park,Steel,Sit Down,Operating,1987
Big Cheese,Western Playland,Steel,Sit Down,Relocated,1960
Big Coaster,White Sand Gate Park,Steel,Sit Down,,2011
Big Dipper,Geauga Lake & Wildwater Kingdom,Wood,Sit Down,,1925
Big Dipper,Camden Park,Wood,Sit Down,Operating,1958
Big Dipper,Jantzen Beach Amusement Park,Wood,Sit Down,,1928
Big Dipper,Chippewa Lake Park,Wood,Sit Down,,1925
Big Dipper,Springlake Park,Wood,Sit Down,,1926
Big Dipper,Michigan's Adventure,Steel,Sit Down,Relocated,1999
Big Dipper,Blackpool Pleasure Beach,Wood,Sit Down,Operating,1923
Big Dipper,Luna Park,Steel,Sit Down,Relocated,1995
Big Dipper,Marvel's Amusement Park,Steel,Sit Down,Relocated,1973
Big Dipper,Barry's Amusements,Steel,Sit Down,Relocated,1997
Big Dipper,Luna Park,Wood,Sit Down,,1923
Big Dipper,Ocean Beach Amusement Park,Wood,Sit Down,,1960
Big Dipper,Battersea Fun Fair,Wood,Sit Down,,1951
Big Dipper,Luna Park,Wood,Sit Down,,1935
Big Dipper,Playland at the Beach,Wood,Sit Down,,1922
Big Dipper,Riverview Park,Wood,Sit Down,,1920
Big Dipper,Jefferson Beach,Wood,Sit Down,,1927
Big Dipper,Krug Park,Wood,Sit Down,,1918
Big Dipper,Harbour Park,Wood,Sit Down,,1933
Big Dipper,Idora Park,Wood,Sit Down,,1922
Big Dipper,Expo '58,Wood,Sit Down,,1958
Big Dipper,Playland Park,Wood,Sit Down,,1958
Big Dipper,Sutton Great Park,Wood,Sit Down,Relocated,1946
Big Dipper,Gwynn Oak Park,Wood,Sit Down,,1921
Big Dipper,Gordon Gardens,Wood,Sit Down,,1922
Big Dipper,Waikiki Park,Wood,Sit Down,,1922
Big Dipper,Manning's Amusement Park,Wood,Sit Down,,1955
Big Dipper,Los Angeles County Fairgrounds,Wood,Sit Down,,1965
Big Dipper,Roton Point,Wood,Sit Down,,1914
Big Dipper,Venice Amusement Pier,Wood,Sit Down,,1920
Big Dipper,Luna Park Glendelg,Wood,Sit Down,Relocated,1930
Big Dipper,Fairmount Park,Wood,Sit Down,,1923
Big Dipper,Habana Park,Wood,Sit Down,,1922
Big Dipper,East Lake Park,Wood,Sit Down,,1923
Big Dipper,Columbia Park,Wood,Sit Down,,1919
Big Dipper,Luna Park,Steel,Sit Down,Under Construction,2021
Big Drop,Sozo Water Park,Steel,Sit Down,Operating,2010
Big Fish Roller Coaster,HB World,Steel,Sit Down,Operating,2018
Big Foot,Lago Mayer Alameda Oriente,Steel,Sit Down,Operating,2009
Big Fury,Six Flags Great Adventure,Steel,Sit Down,,1974
Big Grizzly Mountain Runaway Mine Cars,Hong Kong Disneyland,Steel,Sit Down,Operating,2012
Big Loop,Heide Park Resort,Steel,Sit Down,Operating,1983
Big Ohhhh!,Fun Plex,Steel,Sit Down,Relocated,2007
Big One,Blackpool Pleasure Beach,Steel,Sit Down,Operating,1994
Big One,Takarazuka Garden Fields,Steel,Sit Down,,
Big Roller Coaster,Wonder Island,Steel,Sit Down,Operating,2004
Big Roller Coaster,Memorial Park,Wood,Sit Down,,1924
Big Roller Coaster,Hyde Park,Wood,Sit Down,,1908
Big Scenic Railway,Palisades Amusement Park,Wood,Sit Down,,1911
Big Thunder Mountain,Disneyland Paris - Disneyland Park,Steel,Sit Down,Operating,1992
Big Thunder Mountain,Tokyo Disneyland,Steel,Sit Down,Operating,1987
Big Thunder Mountain Railroad,Disneyland,Steel,Sit Down,Operating,1979
Big Thunder Mountain Railroad,Walt Disney World - Magic Kingdom,Steel,Sit Down,Operating,1980
Big Timber Log Ride,Enchanted Forest,Steel,Sit Down,Operating,1996
Big Top,Oriental Heritage,Steel,Suspended,Operating,2019
Big Top Sideshow,Steel Pier,Steel,Sit Down,,1994
Big Worm,Longhu Park,Steel,Sit Down,Operating,2013
Big Worm,Beijing Xiangtang International Agricultural Sightseeing Garden,Steel,Sit Down,,2010
Big Worm Inertia Train,Zhongshan Park,Steel,Sit Down,,2010
Bisby's Spiral Airship,Queens Park,Steel,Suspended,,1902
Bisværmen,Tivoli Friheden,Steel,Sit Down,Operating,2016
Bizarro,Six Flags Great Adventure,Steel,Sit Down,Operating,1999
Black Bull Run,Colin Glen Forest Park,Steel,Sit Down,Under Construction,2021
Black Diamond,Knoebels Amusement Resort,Steel,Sit Down,Operating,2011
Black Hole,Alton Towers,Steel,Sit Down,Relocated,1983
Black Hole,Movie Park Germany,Steel,Sit Down,Relocated,1989
Black Hole,Avonturenpark Hellendoorn,Steel,Sit Down,,1986
Black Hole,Freizeit-Land Geiselwind,Steel,Sit Down,Relocated,2014
Black Hole 2000,Seoul Land,Steel,Sit Down,Operating,1990
Black Hole Coaster,Dream World,Steel,Sit Down,Operating,1994
Blackhole Coaster,Greenland,Steel,Sit Down,Operating,2007
Black Hole Express,Kumdori Land,Steel,Sit Down,Relocated,1993
Black Hole Odyssey,Danga Bay Theme Park,Steel,Sit Down,Operating,2008
Black Hole Scramble,Space World,Steel,Sit Down,,1990
Black Mamba,Phantasialand,Steel,Inverted,Operating,2006
Blackout,Suzuka Circuit,Steel,Inverted,Relocated,1995
Black Viper,Black Mountain Resort,Steel,Sit Down,Operating,2014
Black Widow,Six Flags New England,Steel,Sit Down,Relocated,1977
Black Widow,Old Indiana Fun-n-Water Park,Steel,Sit Down,,
Black Witch,Magic Harbor,Steel,Sit Down,,
Blarney Racer,Pickering Pier,Wood,Sit Down,,1920
Blastin' Barrels,Cultus Lake Adventure Park,Steel,Sit Down,Operating,2015
Blauer Enzian,Freizeit-Land Geiselwind,Steel,Sit Down,Operating,1989
Blauer Enzian,Movie Park Germany,Steel,Sit Down,Relocated,1987
Blauer Enzian,Toshimaen,Steel,Sit Down,,1982
Blauer Enzian,Tivoli Karolinelund,Steel,Sit Down,,
Blauer Enzian,Gröna Lund,Steel,Sit Down,,1980
Blazin' Buckaroo,Elitch Gardens,Steel,Sit Down,Operating,2013
Blazing Fury,Dollywood,Steel,Sit Down,Operating,1978
Bledek Coaster,Suroboyo Carnival Night Market,Steel,Sit Down,,2014
Blizzard,Walton Pier,Steel,Sit Down,,
Blizzard,Coney Beach Pleasure Park,Steel,Sit Down,Relocated,1996
Blizzard,Storyland,Steel,Sit Down,,1993
Blizzard,Lucky Star Park,Steel,Sit Down,Relocated,2000
Blizzard,Al-Nasr Leisureland,Steel,Sit Down,Relocated,2000
Blizzard,Great Yarmouth Pleasure Beach,Steel,Sit Down,,1989
Blizzard,Star City,Steel,Sit Down,,2006
Blizzard,Grand Pier,Steel,Sit Down,,
Blizzard,Shan GriLa Paradise,Steel,Sit Down,SBNO,2004
Blizzard,Fort Fun Amusement Park,Steel,Sit Down,,
Blizzard,Legendia Śląskie Wesołe Miasteczko,Steel,Sit Down,Relocated,2008
Blizzard,Park Lunasan,Steel,Sit Down,,2007
Blizzard,Ajman Market,Steel,Sit Down,Relocated,2015
Blizzard,Festival Land,Steel,Sit Down,Operating,2017
Blizzard,Lucky Star Park,Steel,Sit Down,Under Construction,2021
Blomberg-Blitz,Blombergbahn,Steel,Sit Down,Operating,2008
Blombini Express,Blombergbahn,Steel,Sit Down,SBNO,2014
Bloody Dragon,Wesole Miasteczko Family Park,Steel,Sit Down,,2013
Blue Coaster,Dreamland,Steel,Sit Down,Relocated,2001
Blue Diamond Streak,Blue Diamond Park,Steel,Sit Down,Relocated,2004
Blue Dragon Train,Children's Grand Park,Steel,Sit Down,,1973
Blue Fire,Parque Norte,Steel,Sit Down,,2005
blue fire Megacoaster,Europa Park,Steel,Sit Down,Operating,2009
Blue Flyer,Blackpool Pleasure Beach,Wood,Sit Down,Operating,1934
Blue Hawk,Six Flags Over Georgia,Steel,Sit Down,Operating,1992
Blue Streak,Cedar Point,Wood,Sit Down,Operating,1964
Blue Streak,Conneaut Lake Park,Wood,Sit Down,SBNO,1938
Blue Streak,Meyer's Lake Park,Wood,Sit Down,,1920
Blue Streak,Riverview Park,Wood,Sit Down,,1911
Blue Streak,Woodcliff Pleasure Park,Wood,Sit Down,,1928
Blue Streak,Chester Park,Wood,Sit Down,,1912
Blue Streak,Robison Park,Wood,Sit Down,,1913
Blue Streak,Indianola Park,Wood,Sit Down,,1909
Blue Streak Racer,Pacific Park,Wood,Sit Down,,1917
Blue Streak Racer,Wonderland,Wood,Sit Down,Relocated,1913
Blue Tornado,Gardaland,Steel,Inverted,Operating,1998
Blue Water,Happy Magic Mountain,Steel,Sit Down,,2010
BMRX,Kobe Portopialand,Steel,Sit Down,Relocated,1987
Boardwalk Bullet,Kemah Boardwalk,Wood,Sit Down,Operating,2007
Boardwalk Canyon Blaster,Six Flags Fiesta Texas,Steel,Sit Down,Relocated,
Boa Squeeze,Wonderpark,Steel,Sit Down,Relocated,2001
Boa Squeeze,WonderPark,Steel,Sit Down,,2000
Boa Squeeze,WonderPark,Steel,Sit Down,,2001
Boa Squeeze,Enchanted Forest,Steel,Sit Down,Relocated,2010
Bob,Efteling,Steel,Bobsled,,1985
Bob,Osteria Ai Pioppi,Steel,Sit Down,Operating,1995
Bob,Bob and Downhill Park Val Curone,Steel,Sit Down,SBNO,2009
Bob-baan,Amusementspark Tivoli,Steel,Sit Down,,
Bobbahn,Heide Park Resort,Steel,Bobsled,Operating,1994
Bobbahn,Bobbahn Donnstetten,Steel,Sit Down,Operating,2001
Bob-Bahn,Mehliskopf,Steel,Sit Down,Operating,2001
Bob-Banen,Tivoli Gardens,Wood,Bobsled,,1937
Bob Espunja,Parque Infantil Miguel Hidalgo,Steel,Sit Down,Operating,2005
Bob Estivo,Artesina,Steel,Sit Down,Operating,2006
Bob Express,Bobbejaanland,Steel,Sit Down,Operating,2000
Bob-Luge,Moléson,Steel,Sit Down,Operating,2008
Bob na Šinama,Ski Centar Kopaonik,Steel,Sit Down,Operating,2013
Bob na Šinama,Ski Centar Tornik,Steel,Sit Down,Operating,2014
Bo-Bo,Spanish City Amusement Park,Steel,Sit Down,,
Bobo,Al Jubayha Amusement City,Steel,Sit Down,,2003
Boboffka,Boboffka,Steel,Sit Down,Operating,2019
BoBoiBoy Cattus Coaster,Movie Animation Park Studios,Steel,Sit Down,SBNO,2018
Bobova Doroga,Hidropark,Steel,Sit Down,,2014
Bobová dráha,Ski Bachledova,Steel,Sit Down,Operating,2011
Bobová dráha,Fun Park Žiarce,Steel,Sit Down,Operating,2007
Bobová dráha,Ski Areál Kaste Petříkov,Steel,Sit Down,Operating,2006
Bobová Dráha,Dolní Morava Relax & Sport Resort,Steel,Sit Down,Operating,2011
Bobová Dráha,Hruba Voda,Steel,Sit Down,Operating,2013
Bobová Dráha,Obří sud Javorník,Steel,Sit Down,Operating,2010
Bobová Dráha,Ski area Mosty u Jablunkova,Steel,Sit Down,Operating,2004
Bobová Dráha,HEIpark Tošovice,Steel,Sit Down,Operating,2005
Bobová Dráha,Relaxpark Pec pod Sněžkou,Steel,Sit Down,Operating,2007
Bobová Dráha,Veľká Rača - Oščadnica,Steel,Sit Down,Operating,2005
Bobová Dráha,Sport areál Klíny,Steel,Sit Down,Operating,2018
Bobová Dráha,Bobová Dráha Pastviny,Steel,Sit Down,Operating,2018
Bobovka,Bobovka Němčičky,Steel,Sit Down,SBNO,2010
Bobovka,Bobovka u mlýna,Steel,Sit Down,Operating,2016
Bob Pálya,Sobri Jóska Kalandpark,Steel,Sit Down,Operating,2014
Bob Pálya,Mibob,Steel,Sit Down,Operating,2007
Bob Pálya,Zemplén Kalandpark,Steel,Sit Down,Operating,2008
Bobpálya,Balatonboglár Kalandpark,Steel,Sit Down,Operating,2013
Bob Run,Heimwehfluh,Steel,Sit Down,,1992
Bob Run,Bar Chiaro di Luna,Steel,Sit Down,Operating,2005
Bob's,Waukesha Beach,Wood,Sit Down,,1931
Bobs,Belle Vue Park,Wood,Sit Down,,1929
Bobs,Riverview Park,Wood,Sit Down,,1924
Bobs,Eastwood Park,Wood,Sit Down,,1928
Bobs,Venice Amusement Pier,Wood,Sit Down,,1921
Bobsled,SkyPark at Santa's Village,Steel,Sit Down,,1962
Bobsled,Yokohama Dreamland,Steel,Sit Down,,1964
Bobsled,Fantasy Forest at the Flushing Meadows Carousel,Wood,Bobsled,Relocated,1939
Bobsled,Coney Island - Joe Bonsignore,Wood,Bobsled,,1941
Bobsled,Village,Steel,Sit Down,,1957
Bob Sled Dipper,Playland at the Beach,Wood,Sit Down,,1921
Bobsled Ride,Mystic Mountain Jamaica,Steel,Sit Down,Operating,2008
Bobsleds,Seabreeze,Steel,Sit Down,Operating,1954
Bobsleigh,Nigloland,Steel,Sit Down,Relocated,1995
Bobsleigh,Nara Dreamland,Steel,Sit Down,,1961
Bobsleigh,Sendaviva,Steel,Sit Down,Operating,2006
Bobsleigh,Parc de la Vallée,Steel,Sit Down,Operating,2018
Bobsleighbanan,Gröna Lund,Wood,Sit Down,,1934
Bob Slider,Nomori Park,Steel,Sit Down,Operating,2009
Bobster,Shirakaba Resort Family Land,Steel,Sit Down,Operating,1982
Bobster,Takakonuma Greenland,Steel,Sit Down,,1973
Bobster,Odakyu Mukogaoka Yuen,Steel,Sit Down,,1975
Bob su rotaia,Doganaccia 2000,Steel,Sit Down,Operating,2009
Bob su Rotaia,Promotur Piancavallo,Steel,Sit Down,Operating,2007
Bob Su Rotaia,Promotur Tarvisio,Steel,Sit Down,Operating,2014
Bocaraca,Parque Diversiones,Steel,Sit Down,Operating,2005
BocksBergBob,ErlebnisBocksBerg,Steel,Sit Down,Operating,2012
Boderitt,Erlebniswelt Seilbahnen Thale,Steel,Suspended,Operating,2015
Boitata,Fun Park Via Norte,Steel,Sit Down,Operating,2015
Bolt,Skytropolis Indoor Theme Park,Steel,Sit Down,Under Construction,2021
Bombay Express,Bollywood Parks Dubai,Wood,Sit Down,Under Construction,2021
Bomber,Rainbow Gardens,Wood,Sit Down,,1954
Bombora,Lagoon,Steel,Sit Down,Operating,2011
Bone Shaker,Knowsley Safari,Steel,Sit Down,,
Boogie-woogie Space Coaster,Space World,Steel,Sit Down,,1990
Boomerang,La Ronde,Steel,Sit Down,Operating,1984
Boomerang,Knott's Berry Farm,Steel,Sit Down,Relocated,1990
Boomerang,Wild Adventures,Steel,Sit Down,Operating,1998
Boomerang,Six Flags Fiesta Texas,Steel,Sit Down,Operating,1999
Boomerang,Elitch Gardens,Steel,Sit Down,Operating,1999
Boomerang,Six Flags Mexico,Steel,Sit Down,Operating,1988
Boomerang,Worlds of Fun,Steel,Sit Down,Operating,2000
Boomerang,Pleasure Island Family Theme Park,Steel,Sit Down,Relocated,1993
Boomerang,Hafan y Môr Holiday Park,Steel,Sit Down,Relocated,1987
Boomerang,Bellewaerde Park,Steel,Sit Down,Operating,1984
Boomerang,Walygator Sud-Ouest,Steel,Sit Down,Operating,1992
Boomerang,Freizeit-Land Geiselwind,Steel,Sit Down,Operating,2000
Boomerang,Tivoli Karolinelund,Steel,Sit Down,Relocated,1985
Boomerang,Wiener Prater,Steel,Sit Down,Operating,1992
Boomerang,Parque de Atracciones de Montjuic,Steel,Sit Down,Relocated,1990
Boomerang,Playcenter São Paulo,Steel,Sit Down,Relocated,1997
Boomerang,Fantasilandia,Steel,Sit Down,Operating,1996
Boomerang,Parque de la Costa,Steel,Sit Down,Operating,1998
Boomerang,Jerudong Park Playground,Steel,Sit Down,Relocated,1996
Boomerang,Gero land,Steel,Sit Down,Operating,1997
Boomerang,E-World,Steel,Sit Down,Operating,1995
Boomerang,Tokyo Dome City,Steel,Sit Down,,1980
Boomerang,Zygo Park,Steel,Sit Down,Relocated,1987
Boomerang,Qingdao International Beer City,Steel,Sit Down,Relocated,1998
Boomerang,Star Lake Amusement Park,Steel,Sit Down,Relocated,1985
Boomerang,Siam Amazing Park,Steel,Sit Down,Operating,2007
Boomerang,Rafaela Padilla,Steel,Sit Down,Relocated,1984
Boomerang,Lagosur,Steel,Sit Down,,1991
Boomerang,Parc des Combes,Steel,Sit Down,Operating,2011
Boomerang,Six Flags St. Louis,Steel,Sit Down,Operating,2013
Boomerang,Friendship Park,Steel,Sit Down,Operating,2006
Boomerang,Trampolino Familien- und Freizeitpark,Steel,Sit Down,Operating,2015
Boomerang,Energylandia,Steel,Sit Down,Operating,2017
Boomerang,Subic Fiesta Carnival,Steel,Sit Down,,2014
Boomerang,Park of Culture and Rest,Steel,Sit Down,Operating,2015
Boomerang,Yerevan Park,Steel,Sit Down,Operating,2021
Boomerang,Luna Park,Steel,Sit Down,Under Construction,2021
Boomerang Challenge Coaster,Trans Studio Bali,Steel,Sit Down,Operating,2019
Boomerang Coast to Coaster,Six Flags Discovery Kingdom,Steel,Sit Down,Operating,1998
Boomerang Coast to Coaster,Six Flags Darien Lake,Steel,Sit Down,Operating,1998
Boomerang Hyper Coaster,Trans Studio Cibubur,Steel,Sit Down,Operating,2021
Boomerang-Roller Coaster,Al-Shallal Theme Park,Steel,Sit Down,Operating,2004
Boomerang Roller Coaster,Wuhan Zhongshan Park,Steel,Sit Down,Operating,2017
Boomerang Roller Coaster,Yabuli Ocean Park,Steel,Sit Down,Operating,2017
Booster Bike,Toverland,Steel,Sit Down,Operating,2004
Boramae Coaser,Wonder Zone,Steel,Suspended,,
Boss,Six Flags St. Louis,Wood,Sit Down,Operating,2000
Boulder Dash,Lake Compounce,Wood,Sit Down,Operating,2000
Boule & Bill déboulent,Parc Spirou Provence,Steel,Sit Down,,2019
Boulets de Canon,Kid Parc,Steel,Sit Down,Operating,2016
Bowler Dip,Arlington Beach Park,Wood,Sit Down,,1925
Bowls of Joy,Panama-Pacific International Exposition,Wood,Sit Down,,1915
Braco Malla,Happy Time's,Steel,Sit Down,Operating,2010
Brat,Erieview Park,Steel,Sit Down,,1961
Brave Jurassic,Shengming Universal City,Steel,Sit Down,Operating,2019
Breathtaker,Aspen Snowmass Ski Resort,Steel,Sit Down,Operating,2017
Breeze,Fancy Fox,Steel,Sit Down,,2014
Breezer,Greater Ontario Beach,Wood,Sit Down,,1907
Broadway Trip,Fun Forest Amusement Park,Steel,Sit Down,Relocated,1962
Broadway Trip,Palisades Amusement Park,Steel,Sit Down,Relocated,1966
Broadway Trip,Cedar Point,Steel,Sit Down,Relocated,1964
Brocken Coaster,Brocken Coaster,Steel,Sit Down,Operating,2003
Brocomela,Huzur Lunapark,Steel,Sit Down,,2009
Brocomela,L'Île aux Géants,Steel,Sit Down,Operating,2015
Brocomela,City Games,Steel,Sit Down,Operating,2013
Brocomela,Family Park,Steel,Sit Down,Operating,2016
Brocomela,Macera Adası,Steel,Sit Down,Operating,2014
Broken Rail Roller Coaster,Suzhou Amusement Land Forest World,Steel,Sit Down,Operating,2020
Broken Rail Roller Coaster,Great Xingdong Tourist World,Steel,Sit Down,Operating,2018
Brokomela,Aydos Orman Parki,Steel,Sit Down,Operating,2009
Brokomela,Luna Park,Steel,Sit Down,Operating,2009
Brokomela,Lunapark,Steel,Sit Down,Operating,2011
Brokomela,Mushtaidi Park,Steel,Sit Down,Operating,2012
Bronco Buster,Wild West World,Steel,Sit Down,Relocated,2007
Brontojet,Movieland Park,Steel,Sit Down,SBNO,2010
Bront'O'Ring,Movieland Park,Steel,Sit Down,Operating,2007
Brown Flyer,Mapleview Park,Wood,Sit Down,,1929
Brownie Coaster,Kennywood,Wood,Sit Down,,1928
Brownie Coaster,West View Park,Wood,Sit Down,,
Brownie Coaster,Boblo Island,Wood,Sit Down,,1944
Brownie Coaster,Blackpool Pleasure Beach,Wood,Sit Down,,1927
Brownie Coaster,Belle Vue Park,Wood,Sit Down,,
Brownie Coaster,Cascade Park,Wood,Sit Down,,1927
Bruca Mella,Al-Hussain Luna Park,Steel,Sit Down,Operating,2012
Bruco,Feshane Dünyasi Çocuk Eğlence Parkı,Steel,Sit Down,Operating,2005
Bruco,Parque Trombini,Steel,Sit Down,Operating,2013
Bruco,Edenlandia,Steel,Sit Down,,2018
Brucomela,Luneur Park,Steel,Sit Down,,
Brucomela,Leolandia,Steel,Sit Down,,1998
Brucomela,Mirabilandia,Steel,Sit Down,,
Bruco Mela,EuroPark Milano Idroscalo,Steel,Sit Down,Operating,2006
Bruco Mela,Astoria Village,Steel,Sit Down,Operating,2006
Brucomela,Sokolniki Park,Steel,Sit Down,,2003
Brucomela,Lunapark,Steel,Sit Down,Operating,2007
Brucomela,Demetevler Luna Park,Steel,Sit Down,SBNO,2003
Bruco Mela,Magic Park,Steel,Sit Down,Operating,2003
Brucomela,Parko Paliatso Luna Park,Steel,Sit Down,Operating,2003
Brucomela,Big Center Park,Steel,Sit Down,Operating,2007
Brucomela,Edenlandia,Steel,Sit Down,,2004
Brucomela,New Jesolandia,Steel,Sit Down,Operating,2008
Brucomela,Park Trombini,Steel,Sit Down,Operating,2003
Brucomela,Babylandia,Steel,Sit Down,Operating,2005
Brucomela,Eden Park,Steel,Sit Down,Operating,2011
Brucomela,Luna Park di Tirrenia,Steel,Sit Down,Operating,2002
Bruco Mela,Arcolandia Pacifico,Steel,Sit Down,Operating,2002
Brucomela,Centro Vacanze PRA' delle TORRI,Steel,Sit Down,Operating,2011
Bruco Mela,Parco Lido,Steel,Sit Down,,2012
Brucomela,Cidade da Criança,Steel,Sit Down,Operating,2012
Brucomela,Park Aquarium,Steel,Sit Down,Operating,2011
Brucomela,Adventure City,Steel,Sit Down,Operating,2010
Bruco Mela,Lunapark Katerina,Steel,Sit Down,,2011
Brucomela,Olivieri Luna Park,Steel,Sit Down,,2006
Brucomela,Parc d'attraction Chlef,Steel,Sit Down,Operating,2011
Brucomela,Kitakas Diversões,Steel,Sit Down,Operating,2009
Brucomela,Luna Park Cocco,Steel,Sit Down,Operating,2002
Brucomela,Manna Park,Steel,Sit Down,,2002
Brucomela,Aktur Park,Steel,Sit Down,Operating,2015
Brucomela,Parco Giochi Wonderland,Steel,Sit Down,Operating,2015
Brucomela,Luneur Park,Steel,Sit Down,Operating,2016
Brucomela,Luna Park Ladispoli,Steel,Sit Down,Operating,2002
Bruco Mela,Lacenolandia,Steel,Sit Down,Operating,2011
Brucomela,Parco Pitagora,Steel,Sit Down,Operating,2011
Brucomela,Luna Park Neptun,Steel,Sit Down,Operating,2015
Bruco Mela,Haway Park Cassino,Steel,Sit Down,Operating,2013
Brucomela,Nadikvari Park,Steel,Sit Down,Operating,2014
Brucomela,Baby Luna Park,Steel,Sit Down,,2007
Brucomela,Happy Arena,Steel,Sit Down,Operating,2017
Bruco Mela,City Park,Steel,Sit Down,Operating,2013
Brucomela,Parco Giochi Steinhaus,Steel,Sit Down,Operating,1987
Brucomela,Luna Fun Park,Steel,Sit Down,Operating,2019
Brucomela,Miramagica Park,Steel,Sit Down,Operating,2019
Brucomela,Teri Park,Steel,Sit Down,Operating,2018
Brucomela Game,Magic Land,Steel,Sit Down,Operating,2008
Brucomella,Water Park,Steel,Sit Down,,2014
Bruco Miniottovolante,Zoosafari Fasanolandia,Steel,Sit Down,Operating,1995
Bruco Sprint,Gomma Park,Steel,Sit Down,Operating,2006
Bruco Verde,Safari Park,Steel,Sit Down,Operating,2000
Bubbles The Coaster,Storybook Land,Steel,Sit Down,Operating,2000
Buccaneer Bay Bullet,Shining Waters Family Fun Park,Steel,Sit Down,Operating,2016
Bûche Dansante,Babyland-Amiland,Steel,Sit Down,Operating,2018
Bufallo Bill,American Park,Steel,Sit Down,Relocated,1997
Búfalo,Parque Shanghai,Steel,Sit Down,Relocated,990s
Búfalo,Parque Shanghai,Steel,Sit Down,Operating,2013
Buffalo Bill Coaster,Sunway Lagoon,Steel,Sit Down,,1995
Buffalo Coaster,Zoomarine,Steel,Sit Down,Relocated,2003
Buffalo Coaster,Zoomarine,Steel,Sit Down,Operating,2014
Buffalo Hunt,Fort Hays Chuckwagon,Steel,Suspended,Operating,2020
Buffalo Mountain Coaster,Drayton Manor,Steel,Sit Down,Operating,1987
Buffalo Ride,American Adventure Theme Park,Steel,Sit Down,Relocated,1987
